video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"G8gUxijCp4o","“Berlakon dengan Opah Aminah paling susah... sumpah!” - Ayda Jebat a.k.a Johana Bukan Gadis Biasa","2020-05-11T07:17:10Z","UCvGK5qm1S-cjzV2YSmMmgFg","mStar Online Malaysia","24","20.17.05","mstaronline|mstar|bukan gadis biasa|ayda jebat|shiela rusly|jinggo|drama sangat|tv3 malaysia|ayda jebat pengkid|opah aminah|sebalik tabir bukan gadis biasa|drama melayu|akasia tv3","130622","2344","61","155","https://i.ytimg.com/vi/G8gUxijCp4o/default.jpg","False","False","Kaki drama mesti kenal dengan watak Johana lakonan Ayda Jebat. Memang nampak boy habislah. Menurut Ayda, melakonkan watak Johana ini macam-macam cabaran tau!Artikel berkaitan: https://www.mstar.com.my/spotlight/hiburan/2020/04/28/ayda-jebat-nabil-bertunang-secara-online---kumpul-ahli-keluarga-depan-kamera-harap-doa-baik-baik"
"9ZvpF_dV4Iw","SULE NAWAR MOBIL ANDRE SAMPE NGAMUK???? WAJIB NONTON!!!!","2020-05-11T21:36:55Z","UCZWk_k207M--sLScrLdM3JQ","SULE Channel","24","20.17.05","yt:cc=on|Sule|Sule Prikitiew|sule prikitiw|komedian|komedi|comedy|comedian|host|pembawa acara|pelawak|ovj|ini talkshow|net|sutisna|sos|oesman|oesman77|joke|laugh|humor|stand-up|unyu|tawa|candaan|guyonan|warkop|rizky febian|lucu|funny|jokes|DRM|DR.M|Music|smile|follow me|taubat|andre taulany|parto|nunung|sule dan andre","2267642","57240","2550","3619","https://i.ytimg.com/vi/9ZvpF_dV4Iw/default.jpg","False","False","#SuleChannel#ONTROG#AndreTaulany---Tong hilap, di LIKE, COMMENT, SUBSCRIBE, & SHARE.Langganan SULE Channel Gratis:http://bit.ly/SuleChannelIkuti SULE di media sosial:https://www.facebook.com/stephen.sule.98https://twitter.com/newsuleprikitiwKerjasama YouTube dengan SULE Channel:youtube@drm-indonesia.comCopyright 2020 - SULE Channel Production.SULE CHANNEL on YouTube is under dr.m network, Indonesia's First Certified Official Youtube MCN (Multi Channel Network)https://servicesdirectory.withyoutube.com/directory/pt-digital-rantai-maya-drm"
"upcnNwcIFAU","Pickupline Budak Sekolah 8","2020-05-15T12:15:04Z","UCtKt5UAbwy74_WHdxBFo70Q","Tupak Production","24","20.17.05","alief irfan|syahmi sazli|yoe parey|drama spontan|mtas|zukie|oyot|pak duan","50188","2500","81","150","https://i.ytimg.com/vi/upcnNwcIFAU/default.jpg","False","False","Video ini hanya untuk hiburkan kalian semua, kalau hambar. Itu sudah biasa janji kami sudah cuba untuk puaskan hati kalian. Loveyouolsss supporterTalent: @ash.rafz , @wanirfan_10 , @danialzawawi, @fakh.danish , @damia_1134 . @danishikmalkamal Facebook: Tupak ProductionInstagram: @tupakproductionYoutube: Tupak Productionhttp://instagram.com/wanirfan_10https://facebook.com/wan.irfan.742http://instagram.com/ash.rafz Instagram: @ash.rafz ,@wanirfan_10 , @_bajilah"
"W9Pi_BvOiZ4","這群人 TGOP │口罩的經典語錄 Classic Quotations for Face Masks","2020-05-15T10:00:03Z","UC6FcYHEm7SO1jpu5TKjNXEA","這群人TGOP","24","20.17.05","這群人|TGOP|搞笑影片|This|Group|Of|People|茵聲|展榮|許展瑞|董仔|董芷涵|尼克|木星|娛樂|惡搞|石頭|喜劇演員|搞笑團體|youtube 廣告|好笑|影片|訂閱|有趣|趣味|戲劇|客串|翻唱|超瞎|cover|feat.|經典語錄|瘋狂|職人|韓流|許展榮|王士維|牧昕|林牧昕|鄭茵聲|張佑維","1564546","37953","837","2174","https://i.ytimg.com/vi/W9Pi_BvOiZ4/default.jpg","False","False","愛我別走 要走也先把口罩留下再走!?#2020愛的表現 #戴口罩的那些小事 #這群人成為這個頻道的會員並獲得獎勵：https://www.youtube.com/channel/UC6FcYHEm7SO1jpu5TKjNXEA/join【這群人2019周邊商品熱賣中】https://www.3one.com.tw/【也有蝦皮可以訂購喔！】https://shopee.tw/tgop77支持群人  訂閱訂起來➔ https://tgop.pse.is/GWAQ6A Day To Remember 播放清單 經典語錄系列➔  https://tgop.pse.is/M3HAM來看這群人更多日常生活 ➔ https://tgop.pse.is/KZPB2群人製作的都在這➔ https://tgop.pse.is/KB5Z4演出：網路搞笑團體「這群人」This Group Of People a.k.a. TGOP。註：戲劇效果、激動演出。請調整為1080pHD觀看品質較高。Facebook這群人：https://tgop.pse.is/K7SE2展榮展瑞：https://tgop.pse.is/MGXKV茵聲：https://tgop.pse.is/LEVZ5董仔：https://tgop.pse.is/MDX52石頭：https://tgop.pse.is/LZS6Y尼克：https://tgop.pse.is/HJB2Z木星：https://tgop.pse.is/MC3JLInstagram這群人：https://tgop.pse.is/KE6S9展榮：https://tgop.pse.is/MJER2展瑞：https://tgop.pse.is/MEVXJ茵聲：https://tgop.pse.is/KFWEX尼克：https://tgop.pse.is/M4GAE董仔：https://tgop.pse.is/MNY8W木星：https://tgop.pse.is/KMBXE石頭：https://tgop.pse.is/MSNET這群人bilibili： https://tgop.pse.is/M79UP這群人微博： https://tgop.pse.is/MLT7Q【兩班半攝影棚開幕啦】 https://www.17hrs.com.tw/【三花自創品牌3．one x iRoo開賣啦！】https://3one.iroo.com/【工作邀約請洽詢】 聯絡信箱 ：thisgroupofpeople@gmail.com"
"ZNG4FZ2pQyI","Non-Muslim Cuba Puasa 2020 (Edisi PKP)","2020-05-17T06:24:38Z","UC_I-77wG-JI1wvcPdEMUx_Q","Lobak Merah","22","20.17.05","puasa|ramadhan|aidilfitri|eid mubarak|ramdhan mubarak|viral|funny|fasting|hungry|recipe|kfc|lockdown|coronavirus|covid19","50772","5176","19","426","https://i.ytimg.com/vi/ZNG4FZ2pQyI/default.jpg","False","False","Kali ni kita ajak lagi member non-muslim Lobak Merah untuk try berpuasa untuk satu hari. Tapi this time diorang berpuasa sambil duduk di rumah lah sebab PKP kan. So jom tengok perangai Thina, Amanda dengan Jit bila pishang tak dapat makan dan minum. FOLLOW TALENT KAMI DI INSTAGRAM!Thina: https://www.instagram.com/thinamarley/"
"4Lm9u-iXrDc","[M/V] NU'EST - I'm in Trouble","2020-05-11T09:00:03Z","UCUuyrV8JDv5UAMW2StsL-NA","NU'EST","10","20.17.05","뉴이스트|뉴이스트W|NU'EST|NU'EST W|JR|REN|ARON|BAEKHO|MINHYUN|민현|아론|백호|렌|최민기|김종현|곽아론|황민현|강동호|플레디스엔터테인먼트|Kpop|PLEDIS|뮤직비디오|M/V|Music Video","11191365","261051","1332","28955","https://i.ytimg.com/vi/4Lm9u-iXrDc/default.jpg","False","False","[M/V] NU'EST - I'm in TroubleAfter whispering sweet love with their previous 7th Mini Album [The Table], released in October of 2019, NU’EST returns in 7 months presenting another form of love with their 8th Mini Album [The Nocturne].Demonstrating their ability to change without limit, the 8th Mini Album [The Nocturne], once again portrays the group in a new light, offering a new perspective on love.The album focuses on “nightfall,” a moment that everyone encounters daily, when more honest emotions arise. The album unravels various aspects of the night, by realistically expressing emotions that many can relate to. Instead of portraying “nocturne” through the usual sentimental and gloomy mood, NU’EST uses various colors to express their emotions, illustrating “nocturne” as a song of the night.The title track, “I’m in Trouble,” depicts the moment one falls in love with another with an intense attraction. NU’EST demonstrates a more upgraded transformation by adding bolder expressions to their sophisticated yet restrained performance style. The lyrics contain sentiments that grow deeper as the night falls, presenting a bolder thrill and fatal charm.  As the story of a deeper and vibrant night unfolds, listeners will be able to encounter captivating tones that awaken the senses, and also a more mature NU’EST that hasn’t been revealed before.지난 2019년 10월, 미니 7집 [The Table]을 통해 달콤하게 사랑을 속삭였던 이들이 약 7개월 만에 미니 8집 [The Nocturne]으로 돌아와 또 다른 사랑의 짙어진 무드를 선사한다.여덟 번째 미니 앨범 [The Nocturne]은 매 앨범마다 한계 없는 변화를 보여준 뉴이스트의 색다른 모습을 담아내며, 그간 뉴이스트가 보여준 사랑 이야기에서 새로운 시선을 제시한다. 이번 앨범은 모든 사람들이 매일 마주치게 되는, 감정이 조금 더 솔직해지는 순간인 ‘밤’이라는 시간에 집중하여 밤의 여러 가지 모습을 누구나 공감할 수 있는 현실적인 표현과 이야기로 풀어냈다. 일반적인 ‘녹턴’이 가진 서정적이고 슬픈 야상곡이 아닌 다양한 색채로 표현하는 밤의 노래라는 의미를 더해 뉴이스트만의 감성과 언어로 야상곡을 완성시켰다. 타이틀곡 ‘I’m in Trouble’은 강렬한 이끌림으로 서로에게 빠지는 순간을 표현한 곡으로, 뉴이스트만의 세련되면서도 절제된 퍼포먼스에 과감해진 표현력을 더해 한층 더 업그레이드된 모습으로 변화를 시도하였다. 깊어질 밤 속에 더욱 깊어질 감성을 직설적인 가사로 담아냈으며 기존에 뉴이스트가 선보인 모습과는 또 다른 과감함과 짜릿한 전율을 선사, 치명적인 매력을 느낄 수 있다.이번 앨범을 통해 ‘밤’이라는 시간 속 더욱 짙고 선명해진 표현력만큼 감각을 일깨우는 매혹적인 음색과 함께 훨씬 더 성숙해진 뉴이스트를 만날 수 있을 것이다.NU'EST 'The Nocturne' oniTunes : https://music.apple.com/us/album/the-nocturne-ep/1512114865?l=ko&ls=1Spotify : https://open.spotify.com/album/5j8qRyyqFwXkIH7boJ6m9N?si=N5h3Fo_tQ9W6Z5Gv6m_9EwDeezer : https://www.deezer.com/us/album/146833622Tidal : https://listen.tidal.com/album/140516191QQ : https://y.qq.com/n/yqq/album/003zwYiQ1FnUYq.html#stat=y_new.singer.index.album_pic#뉴이스트 #NUEST #The_Nocturne #Im_in_TroublePledis Official Homepage: http://www.pledis.co.kr/NU'EST Official Facebook: https://www.facebook.com/pledisnuestNU'EST Official Twitter: https://twitter.com/nuestnewsNU'EST Official Fancafe: http://cafe.daum.net/nuestNU'EST Official Instagram: https://www.instagram.com/nuest_official/NU'EST Official Weibo: https://www.weibo.com/pledisnuestⓒ Pledis Entertainment. All Rights Reserved"
"aXU85rfRKpI","🔴 ACHEY - Syawal Kita (Official Music Video)","2020-05-15T07:00:11Z","UCN1M7VNTCmGvjD_eFx-SPYw","Seventeen Eleven Music","10","20.17.05","achey|siti nurhaliza|ebit liew|hari raya|hari raya song|hari raya song 2020|2020|pkp|covid-19|mco|malaysia","32538","3860","41","160","https://i.ytimg.com/vi/aXU85rfRKpI/default.jpg","False","False","🔴 ACHEY - Syawal Kita (Official Music Video)Artist: AcheyComposer : AmybongLyrcist : Eppy & Zul AliJom dengarkan #SyawalKita dari Achey! #HeyaHeyaHeyooMoga 'Syawal Kita' kali ini di sambut bersama keluarga yang tersayang,Buat yang jauh moga kalian sentiasa di rahmatiNya.Selamat Hari Raya, Maaf Zahir & Batin!#kitajagakita #dudukrumah P/S: Terima Kasih buat semua keluarga, rakan dan peminat Achey yang turut beri kerjasama yang baik dalam membantu pembikinan muzik video 'Syawal Kita' ini. Korang memang terbaik & sporting habis! Bak kata orang utara 'hampa sempoi'!!!Terima Kasih!  :)FIND US, SEVENTEEN ELEVEN MUSIC.Instagram : @17elevenmusicTwitter : @17ElevenMusicFacebook : Seventeen Eleven Music"
"o9rw8wkArXQ","IU SUGA eight Lyrics (아이유 슈가 에잇 가사) [Color Coded Lyrics/Han/Rom/Eng]","2020-05-06T09:19:00Z","UC2dAS5opN0op-VkOcRBhoGg","Lemoring","10","20.17.05","iu suga|아이유 슈가|eight|에잇|iu suga eight lyrics|iu suga eight|eight lyrics|eight 가사|아이유 슈가 eight|아이유 슈가 eight 가사|에잇 가사|아이유 슈가 에잇|아이유 슈가 에잇 가사|iu eight lyrics|bts suga eight lyrics|방탄소년단|방탄소년단 에잇 가사|슈가 에잇 가사|아이유 에잇 가사|iu suga collab","4051985","188282","2096","8594","https://i.ytimg.com/vi/o9rw8wkArXQ/default.jpg","False","False","BY-LEMORINGAll Rights Administered By EDAM Entertainment★Thank you for watching!★♥ Sorry for any mistakes ♥★ Please Subscribe ME! :) ★Artist: IU (아이유), Suga (슈가)Track: eight (에잇) (Prod.&Feat. SUGA of BTS)Album: eightRelease : 2020.05.06Follow me! :)Twitter : https://twitter.com/Lemoring_Facebook : https://www.facebook.com/wjstjfzkIU아이유eightIU eight LYRICSIU eight아이유 eight아이유 eight 가사아이유 eight LyricsIU eight 가사IU eight MVIU eight SHOWCASEIU eight 뮤비eight lyricseight 가사에잇에잇 가사아이유 에잇아이유 에잇아이유 에잇 가사아이유 에잇 가사IU 에잇IU 에잇 lyricsIU 에잇 가사IU eight karaokeIU eight instrumentalIU eight inst에잇 노래방에잇 뮤비iu suga eight lyrics아이유 슈가 에잇 가사IU suga eightsuga eight lyricsbts suga eightiu suga collabiu bts eight lyricsis bts eight아이유 방탄아이유 슈가 콜라보곡아이유 슈가아이유 슈가 에잇 가사아이유 방탄소년단 에잇아이유 방탄소년단 에잇 가사슈가 에잇 가사슈가 에잇아이유 eight 가사iu suga eight color coded lyricsiu suga eight han rom engbts suga eight lyricsiu bts collab lyricsiu bts suga eight lyricsiu eight prod feat suga of bts lyricsiu eight ft suga lyricseight ft suga of bts아이유 에잇 피쳐링 방탄소년단 슈가 가사suga iu eight lyricssuga iu eightbts suga iu eightiu 8 lyricsiu suga 8 lyricsiu lyricsiu color coded lyricssuga lyricssuga color coded lyrics레모링Lemoring#IU #SUGA #eight #에잇 #아이유 #슈가 #BTS #방탄소년단"
"7jhvUk1-MnA","【精编版】李晨/郑恺/baby 爆哭回忆杀预警！蔡徐坤首秀却遭群殴？郭麒麟/沙溢综艺神附体！《奔跑吧4》KEEPRUNNING S4 20200515[浙江卫视官方HD]","2020-05-15T16:24:38Z","UCfj8FsoiPFHn1gZMJaeLEDg","浙江卫视【奔跑吧】官方频道 ZJSTV Keep Running Channel- 欢迎订阅 -","24","20.17.05","奔跑吧|奔跑吧4|奔跑吧兄弟第八季|奔跑吧2020|蔡徐坤|lucas|黄旭熙|宋雨琦|郭麒麟|Angelababy|郑恺|李晨|沙溢|砂锅菜|熙琦兄妹|大眼姐弟|奔跑吧回归|奔跑吧官宣|keeprunning|runningman|keeprunnings4|奔跑吧 精编版|奔跑吧 蔡徐坤|奔跑吧兄弟 蔡徐坤|奔跑吧 李晨|奔跑吧 沙溢|奔跑吧 砂锅菜|奔跑吧 宋雨琦|奔跑吧 黄旭熙|奔跑吧 郑恺|奔跑吧 angelababy|奔跑吧 郭麒麟|奔跑吧 lucas|奔跑吧 luqi|luqi|xiqi|奔跑吧熙琦兄妹|奔跑吧4 蔡徐坤|蔡徐坤 蔡小葵|蔡小葵|奔跑吧4 预告|奔跑吧4 抢先|keeprunning4 trailer|宋雨琦 黄旭熙|yuqi lucas|caixukun|songyuqi|huangxuxi|zhengkai|guoqilin|lichen|lechen|shayi","170769","3748","81","673","https://i.ytimg.com/vi/7jhvUk1-MnA/default.jpg","False","False","《奔跑吧4》开跑啦！5月22日奔跑吧先导片即将上线，敬请期待！KEEP RUNNING S4 forerunner episode is comming on 5/22！- 观看更多 More Fun·【Run with You】：https://bit.ly/2yDpDSO· 《#KeepRunning4》Trailer/Clip：https://bit.ly/3cPppGF· 《#奔跑吧3》 FULL：http://bit.ly/2vkQ6PP· 《#人气回顾》：http://bit.ly/2ZgKenL· 《#奔跑之路》：http://bit.ly/2XYNRxl● 欢迎订阅SUBSCRIBE浙江卫视 YouTube：http://bitly.com/zhejiangtv奔跑吧 YouTube：http://bitly.com/runningmanchina浙江音乐 YouTube：http://bit.ly/singchina● Our Social Media浙江卫视 Facebook：http://bit.ly/zjstvfb浙江卫视 Twitter：http://bit.ly/zjstvtwi奔跑吧 Facebook：http://bit.ly/rmchinafb中国新歌声 Facebook：https://bit.ly/2NN7rug梦想的声音 Facebook：http://bit.ly/soundofmydream王牌对王牌 Facebook : https://goo.gl/XjRosX【精编版】李晨/郑恺/baby 爆哭回忆杀预警！蔡徐坤首秀却遭群殴？郭麒麟/沙溢综艺神附体！《奔跑吧4》KEEPRUNNING S4 20200515[浙江卫视官方HD] - 往季回顾 Look back · 《#奔跑吧兄弟》全7季：http://bit.ly/2WW9uOx· 《#奔跑吧3》：https://bit.ly/2Y17N6d· 《#奔跑吧2》：http://bit.ly/2GRZQcw  · 《#奔跑吧1》：http://bit.ly/2oZuarH· Keep Running2 ENGSUB ：http://bit.ly/2qm3iBF · Keep Running ENGSUB：http://bit.ly/2pzT9P3· Running Man China S4 ENGSUB: http://bit.ly/1qfn8LL· Running Man China S3 ENGSUB: http://bit.ly/1T6UOXq4月24日，《奔跑吧》第四季正式官宣嘉宾阵容，#沙溢、#蔡徐坤、#郭麒麟作为新成员加盟“兄弟团”固定阵容，#李晨、#Angelababy、#郑恺、#黄旭熙、#宋雨琦 回归。"
"SPRwGksGvh0","中国达人 | 闽南小歌后！长相甜美的12岁小女孩，一开口全场惊了，小小年纪已在当地很出名...【我家有明星】","2020-05-08T08:05:51Z","UCqyGxjIqjLFCkeZex3C1jIg","北京卫视电视综艺频道","26","20.17.05","北京卫视|暖暖的味道BTV|跨界喜剧王BTV|跨界歌王BTV|档案BTV|记忆BTV|我家有明星BTV|光荣绽放BTV|春晚BTV|每日文娱播报BTV|杨澜访谈录|养生堂BTV|我是大医生BTV|影视风云BTV|遇见天坛BTV|上新了故宫BTV|笑动剧场BTV|北京客BTV|最美和声BTV|暖暖的新家BTV|大城小事BTV|生命缘BTV|第三调解室BTV|中歌会BTV|好人故事|全景对话|熊猫奇缘","266295","1737","302","118","https://i.ytimg.com/vi/SPRwGksGvh0/default.jpg","False","False","► 欢迎订阅：https://bit.ly/3dpFoeN► Facebook：https://bit.ly/2ElNLt9欢迎订阅北京卫视BTV官方频道跨界歌王：http://bit.ly/2M8ndzj暖暖的新家·特别版：https://bit.ly/3dkpt19遇见天坛：https://bit.ly/2zjg4F7上新了故宫：http://bit.ly/2ZFVxcw每日文娱播报：https://bit.ly/2ZkS3gu（每天给你最足料的八卦）养生堂·新冠专题：https://bit.ly/2xCBdNh（最新消息）"
"K0avW4LUqQg","Balasan Janji Palsu Mu","2020-05-12T10:15:54Z","UCGPBgBHGdmr1VSaK_3Oitqw","Various Artists - Topic","10","20.17.05","Leon|Keunangan|Balasan Janji Palsu Mu","28574","47","4","4","https://i.ytimg.com/vi/K0avW4LUqQg/default.jpg","False","False","Provided to YouTube by TuneCoreBalasan Janji Palsu Mu · LeonKeunangan℗ 2020 CAVARELA SDNReleased on: 2020-05-05Auto-generated by YouTube."
"rrRIlOfKxZw","Honda EX5 Dream 160cc - Boleh Tapau YSUKU","2020-05-09T22:00:22Z","UC4-aHXXwfw6PVIR3_fThOtA","Galeri Kereta","2","20.17.05","honda ex5 dream|galeri kereta|honda ex5 engine lifan|honda ex5 enjin lifan|ex5 engine lifan|ex5 enjin lifan|honda ex5 modified|honda ex5 restoration|ex5 modified|lifan engine for ex5|honda ex5 malaysia|ex5 malaysia|honda ex5 2020|honda ex5 enjin|engine lifan modified|ex5 tapau ysuku|ex5 vs y15|ex5 lifan sound|honda ex5 sound|start engine lifan|kapcai ex5 160cc|honda ex5 160cc|honda ex5 top speed","227856","6705","142","848","https://i.ytimg.com/vi/rrRIlOfKxZw/default.jpg","False","False","Honda Kapcai EX5 Dream 160cc Lifan- Boleh KER Tapau YSUKU? Welcome to Galeri Kereta TV!!! We upload rare, original, awesome and special short videos of Car and Motorcycle. Our Channel is the best place to see all custom rare car around the world. #galerikereta #gk #ex5 Contact us : sales@galerikereta.comYoutube Channel: https://www.youtube.com/c/GaleriKeretaWebsite : http://www.galerikereta.com Merchandise : https://galerikereta.com/shop/Perfume : https://galerikereta.com/perfumeIn most of our HD 1080p 60fps videos, we take a look at the exterior design and interior arrangements of the vehicle, so you can receive a general idea and appreciation of a certain brand or model.Your comments and input is highly appreciated.Thanks for watching and stay tuned! A lot more to come...Music Sound by Epidemic Sound. https://www.epidemicsound.com/referral/ai1ghh/You can find us on our official facebook and google+ pages:https://www.facebook.com/galerikeretaofficial/All the video using Panasonic Lumix G7. Get one for yourself via http://amzn.to/2gmKFdUWe bring to you the automotive modified, stance, lowered, camber gang, gathering, tt sessions, custom body kit, auto show, audio show, car show from various car models.Honda Kapcai EX5 Dream 160cc Lifan- Boleh KER Tapau YSUKU? honda ex5 dream, galeri kereta, honda ex5 engine lifan, honda ex5 enjin lifan, ex5 engine lifan, ex5 enjin lifan, honda ex5 modified, honda ex5 restoration, ex5 modified, lifan engine for ex5, honda ex5 malaysia, ex5 malaysia, honda ex5 2020, honda ex5 enjin, engine lifan modified, ex5 tapau ysuku, ex5 vs y15, ex5 lifan sound, honda ex5 sound, start engine lifan, kapcai ex5 160cc, honda ex5 160cc, honda ex5 top speedhonda ex5 dream, galeri kereta, honda ex5 engine lifan, honda ex5 enjin lifan, ex5 engine lifan, ex5 enjin lifan, honda ex5 modified, honda ex5 restoration, ex5 modified, lifan engine for ex5, honda ex5 malaysia, ex5 malaysia, honda ex5 2020, honda ex5 enjin, engine lifan modified, ex5 tapau ysuku, ex5 vs y15, ex5 lifan sound, honda ex5 sound, start engine lifan, kapcai ex5 160cc, honda ex5 160cc, honda ex5 top speedhonda ex5 dream, galeri kereta, honda ex5 engine lifan, honda ex5 enjin lifan, ex5 engine lifan, ex5 enjin lifan, honda ex5 modified, honda ex5 restoration, ex5 modified, lifan engine for ex5, honda ex5 malaysia, ex5 malaysia, honda ex5 2020, honda ex5 enjin, engine lifan modified, ex5 tapau ysuku, ex5 vs y15, ex5 lifan sound, honda ex5 sound, start engine lifan, kapcai ex5 160cc, honda ex5 160cc, honda ex5 top speed"
"djLMP7D2d5s","Azim, Syabil, Muaz, Zahir, Qiff – Iman Mutiara 2020 versi #dudukrumah","2020-05-16T10:00:21Z","UCSUWBtaz8MVTFy9GULySSmA","Sony Music MY","10","20.17.05","Sony Music|Iman Mutiara 2020|Sony Music Malaysia|Lagu Ramadhan|HOTfm|ERA|Azim|Syabil|Qiff|Zahir|Muaz|5 minit|Nazrey Johani|Hafiz Hamidun|Arteffects|Greg Henderson|Wan Saleh|qiffx|syabil zulkufli","14859","3197","15","147","https://i.ytimg.com/vi/djLMP7D2d5s/default.jpg","False","False","Azim, Syabil, Muaz, Zahir, Qiff – Iman Mutiara 2020 versi #dudukrumahMuat turun nada dering ‘Iman Mutiara 2020’!DiGi: Taip *233*2958622# Maxis: Taip *131*657157#U Mobile: Taip CRM 9788199 to 28383Celcom: Taip *323*619621#Melody & Lyric: Nazrey JohaniAdditional Lyric: Hafiz HamidunProducer: Hafiz HamidunMusic Arrangement: Wan SalehVocal Arrangement: Hafiz HamidunRecording Studio: ArteffectsMixing Engineer: Greg HendersonMaster Engineer: Hafiz HamidunDengarkan Iman Mutiara 2020: https://SMMY.lnk.to/ImanMutiara2020LYFollow Azim!Twitter: https://twitter.com/azimothmann Instagram: https://instagram.com/azimothmann?igs...Follow Syabil!Twitter: https://twitter.com/syabilzulkufli1Instagram: https://instagram.com/syabilzulkufli?...Follow Muaz!Facebook: https://www.facebook.com/muazmusTwitter: https://twitter.com/muazaqim Instagram: https://instagram.com/m.muaz?igshid=1...Follow Zahir!Twitter: https://twitter.com/zxhr7 Instagram: https://instagram.com/zahirzxm?igshid...Follow Qiff!Twitter: https://twitter.com/qiffx Instagram: https://www.instagram.com/qiffx/?igsh...#ImanMutiara2020 #dudukrumah© 2020 Sony Music Entertainment Malaysia Sdn BhdAll rights reserved. Unauthorised reproduction is a violation of applicable laws."
"sBl3EpUqAjE","Melanie Martinez - Play Date (Lyrics) | i guess i'm just a playdate to you","2020-04-28T17:26:30Z","UC9EgazNjxm-_3eydGQR45rQ","TikTokTunes","10","20.17.05","tiktoktunes|tik tok songs|tiktok|tik tok|dance|tik tok music|play date|melanie martinez|melanie martinez playdate|melanie martinez playdate lyrics|i guess i'm just a playdate to you slowed tiktok|i guess i'm just a playdate to you|i guess i'm just a playdate to you tiktok|playdate|playdate lyrics|playdate tik tok|playdate melanie martinez|play date melanie martinez tik tok|lyrics play date|timothee chalamet|timothee chalamet dancing|timothee chalamet play date","9017201","164885","1545","4165","https://i.ytimg.com/vi/sBl3EpUqAjE/default.jpg","False","False","stream Melanie Martinez - Play Date (Lyrics) | i guess i'm just a playdate to you: https://spoti.fi/2nMhW6J⭐ Instagram: https://www.instagram.com/itstiktoktunes ⭐ Spotify Playlists: https://sptfy.com/4Pdl⭐ TikTok Account:  http://vm.tiktok.com/m8Q89S/ get Melanie Martinez - Play Date (Lyrics) | i guess i'm just a playdate to you: http://melanie.lnk.to/K-12ID⭐Melanie Martinezhttps://twitter.com/melanielbbhhttps://www.facebook.com/melaniemartinezmusichttps://www.instagram.com/littlebodybigheart/_[Verse 1]You call me on the telephone, you feel so far awayYou tell me to come over, there's some games you want to playI walk into your house, nobody's homeIt's just me and you, you and me alone[Pre-Chorus]We're just playing hide and seekIt's getting hard to breathe under the sheets with youI don't want to play no gamesI'm tired of always chasing, chasing after you[Chorus]I don't give a fuck about you anywaysWho ever said I give a shit about you?You never share your toys or communicateI guess I'm just a play date to you[Verse 2]Wake up in your bedroom and there's nothing left to sayWhen I try to talk you're always playing board gamesI wish I had monopoly over your mindI wish I didn't care all the time[Pre-Chorus]We're just playing hide and seekIt's getting hard to breathe under the sheets with youI don't want to play no gamesI'm tired of always chasing, chasing after you[Chorus]I don't give a fuck about you anywaysWho ever said I give a shit about you?You never share your toys or communicateI guess I'm just a play date to you[Bridge]Ring around the rosyI never know, I never know what you needRing around the rosy, I want to give you, want to give youWhat you need[Chorus]I don't give a fuck about you anywaysWho ever said I give a shit about you?You never share your toys or communicateI guess I'm just a play date to you[Outro]You know I give a fuck about you everydayGuess it's time that I tell you the truthIf I share my toys, will you let me stay?Don't want to leave this play date with you_Contact me: itstiktoktunes@gmail.com#playdate#melaniemartinez#playdatelyrics#tiktok #tiktoktunes"
